,facility_title,link,settlement,facility_type,facility_type_eng,address,website
1522,Романовичский ФАП,https://healthcare.by/instinfo.php?orgnum=15726,Романовичи,ФАП,FAP,"пер. Советский, 11, 247006, д. Романовичи, Гомельский р-н, Гомельская обл.",
1523,Романовичский ФАП,https://healthcare.by/instinfo.php?orgnum=21167,Романовичи,ФАП,FAP,"ул. Фабричная, 10, 213122, д. Романовичи, Могилевский р-н, Могилевская обл.",
1524,Романовский ФАП,https://healthcare.by/instinfo.php?orgnum=16271,Романовка,ФАП,FAP,"ул. Советская, 39, 247760, д. Романовка, Мозырский р-н, Гомельская обл.",
1525,Росицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15165,Росица,ФАП,FAP,"211641, д. Росица, Верхнедвинский р-н, Витебская обл.",
1526,Роско-Селецкий ФАП,https://healthcare.by/instinfo.php?orgnum=15295,Роско-Селец,ФАП,FAP,"211012, п. Роско-Селец, Оршанский р-н, Витебская обл.",
1527,Ротаньский ФАП,https://healthcare.by/instinfo.php?orgnum=15348,Ротань,ФАП,FAP,"ул. Интернациональная, 7, д. Ротань, Крупский р-н, Минская обл.",
1528,Рубежский ФАП,https://healthcare.by/instinfo.php?orgnum=15133,Рубеж,ФАП,FAP,"Рубежский с/с, ул. Центральная, 3Б, д. Рубеж, Бешенковичский р-н, Витебская обл.",
1529,Рубчанский ФАП,https://healthcare.by/instinfo.php?orgnum=16044,Рубча,ФАП,FAP,"ул. Школьная, 20, 247949, д. Рубча, Петриковский р-н, Гомельская обл.",
1530,Рудавский ФАП,https://healthcare.by/instinfo.php?orgnum=14929,Рудавка,ФАП,FAP,"д. Рудавка, Несвижский р-н, Минская обл.",
1531,Рудаяворский ФАП,https://healthcare.by/instinfo.php?orgnum=13965,Руда Яворская,ФАП,FAP,"231486, д. Руда Яворская, Дятловский р-н, Гродненская обл.",
1532,Рудевичский ФАП,https://healthcare.by/instinfo.php?orgnum=16582,Рудевичи,ФАП,FAP,"231934, д. Рудевичи, Зельвенский р-н, Гродненская обл.",
1533,Рудковщинский ФАП,https://healthcare.by/instinfo.php?orgnum=27219,Рудковщина,ФАП,FAP,"ул. Оршанская, 12, 213413, д. Рудковщина, Горецкий р-н, Могилевская обл.",
1534,Руднетелешовский ФАП,https://healthcare.by/instinfo.php?orgnum=4944,Телеши,ФАП,FAP,"ул. Садовая, 3, 247029, д. Житовля, Гомельский р-н, Гомельская обл.",
1535,Рудницкий ФАП,https://healthcare.by/instinfo.php?orgnum=17416,Рудники,ФАП,FAP,"225147, д. Рудники, 66, Пружанский р-н, Брестская обл.",
1536,Рудня-Горбовичский ФАП,https://healthcare.by/instinfo.php?orgnum=15872,Рудня-Горбовичская,ФАП,FAP,"247737, д. Рудня-Горбовичская, Калинковичский р-н, Гомельская обл.",
1537,Руднянский ФАП,https://healthcare.by/instinfo.php?orgnum=21940,Гребеневский,ФАП,FAP,"ул. Совхозная, 19, п. Гребеневский, Житковичский р-н, Гомельская обл.",
1538,Руднянский ФАП,https://healthcare.by/instinfo.php?orgnum=15563,Рудное,ФАП,FAP,"д. Рудное, Копыльский р-н, Минская обл.",
1539,Руднянский ФАП,https://healthcare.by/instinfo.php?orgnum=15603,Рудня,ФАП,FAP,"211585, д. Рудня, Городокский р-н, Витебская обл.",
1540,Руднянский ФАП,https://healthcare.by/instinfo.php?orgnum=17654,Рудня,ФАП,FAP,"211435, д. Рудня, Полоцкий р-н, Витебская обл.",
1541,Руднянский ФАП,https://healthcare.by/instinfo.php?orgnum=17873,Рудня,ФАП,FAP,"д. Рудня, Ивацевичский р-н, Брестская обл.",
1542,Русиновичский ФАП,https://healthcare.by/instinfo.php?orgnum=18078,Русиновичи,ФАП,FAP,"ул. Центральная, 2, 225396, д. Русиновичи, Ляховичский р-н, Брестская обл.",
1543,Русиновский ФАП,https://healthcare.by/instinfo.php?orgnum=17677,Русино,ФАП,FAP,"ул. Школьная, 23, 225350, д. Русино, Барановичский р-н, Брестская обл.",
1544,Рухчанский ФАП,https://healthcare.by/instinfo.php?orgnum=17306,Рухча,ФАП,FAP,"ул. Новая, 6, 225520, д. Рухча, Столинский р-н, Брестская обл.",
1545,Ручаевский ФАП,https://healthcare.by/instinfo.php?orgnum=24900,Ручаевка,ФАП,FAP,"ул. Садовая, 12, 247114, д. Ручаевка, Лоевский р-н, Гомельская обл.",
1546,Ручайский ФАП,https://healthcare.by/instinfo.php?orgnum=15501,Ручай,ФАП,FAP,"211917, д. Ручай, Шарковщинский р-н, Витебская обл.",
1547,Рыбницкий ФАП,https://healthcare.by/instinfo.php?orgnum=16505,Рыбница,ФАП,FAP,"231742, д. Рыбница, Гродненский р-н, Гродненская обл.",
1548,Рымдюнский ФАП,https://healthcare.by/instinfo.php?orgnum=16833,Рымдюны,ФАП,FAP,"ул. Центральная, 54, 231214, д. Рымдюны, Островецкий р-н, Гродненская обл.",
1549,Рытаньский ФАП,https://healthcare.by/instinfo.php?orgnum=16961,Рытень,ФАП,FAP,"ул. Первомайская, 1, д. Рытень, Островецкий р-н, Гродненская обл.",
1550,Рыхортовский ФАП,https://healthcare.by/instinfo.php?orgnum=16334,Рыхартово,ФАП,FAP,"213370, д. Нижняя Тощица, Быховский р-н, Могилевская обл.",
1551,Рычевский ФАП,https://healthcare.by/instinfo.php?orgnum=15787,Рычев,ФАП,FAP,"ул. Стадионная, 8, 247986, д. Рычев, Житковичский р-н, Гомельская обл.",
1552,Рязанцевский ФАП,https://healthcare.by/instinfo.php?orgnum=17936,Рязанцы,ФАП,FAP,"213488, д. Рязанцы, Мстиславский р-н, Могилевская обл.",
1553,Савичский ФАП,https://healthcare.by/instinfo.php?orgnum=15637,Грушная,ФАП,FAP,"ул. Центральнакя, 12, 247626, д. Грушная, Брагинский р-н, Гомельская обл.",
1554,Савичский ФАП,https://healthcare.by/instinfo.php?orgnum=15887,Савичи,ФАП,FAP,"ул. Минская, 34, 247734, д. Савичи, Калинковичский р-н, Гомельская обл.",
1555,Савской ФАП,https://healthcare.by/instinfo.php?orgnum=27215,Сова,ФАП,FAP,"213412, д. Сова, Горецкий р-н, Могилевская обл.",
1556,Савской ФАП,https://healthcare.by/instinfo.php?orgnum=16143,Сова,ФАП,FAP,"ул. В. Коваля, 6, 213412, д. Сова, Горецкий р-н, Могилевская обл.",
1557,Саковичский ФАП,https://healthcare.by/instinfo.php?orgnum=17350,Саковичи,ФАП,FAP,"ул. Набережная, 1а, 223727, д. Саковичи, Солигорский р-н, Минская обл.",
1558,Саковщинский ФАП,https://healthcare.by/instinfo.php?orgnum=17211,Саковщина,ФАП,FAP,"д. Саковщина, Воложинский р-н, Минская обл.",
1559,Сакунский ФАП,https://healthcare.by/instinfo.php?orgnum=15389,Сакуны,ФАП,FAP,"211875, д. Сакуны, Поставский р-н, Витебская обл.",
1560,Самальский ФАП,https://healthcare.by/instinfo.php?orgnum=15177,Самали,ФАП,FAP,"222310, д. Самали, Молодеченский р-н, Минская обл.",
1561,Сапрыновичский ФАП,https://healthcare.by/instinfo.php?orgnum=16483,Саприновичи,ФАП,FAP,"213471, д. Саприновичи, Мстиславский р-н, Могилевская обл.",
1562,Сарьянский ФАП,https://healthcare.by/instinfo.php?orgnum=15167,Сарья,ФАП,FAP,"211627, ул. Школьная, 2а, д. Сарья, Верхнедвинский р-н, Витебская обл.",
1563,Саска-Липский ФАП,https://healthcare.by/instinfo.php?orgnum=14942,Саска-Липка,ФАП,FAP,"д. Саска-Липка, Несвижский р-н, Минская обл.",
1564,Сватошицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15232,Сватошицы,ФАП,FAP,"ул. Почтовая, 7, 211054, д. Сватошицы, Дубровенский р-н, Витебская обл.",
1565,Сведский ФАП,https://healthcare.by/instinfo.php?orgnum=16111,Сведское,ФАП,FAP,"ул. Солнечная, 19, 247525, д. Сведское, Речицкий р-н, Гомельская обл.",
1566,Светиловичский ФАП,https://healthcare.by/instinfo.php?orgnum=15825,Светиловичи,ФАП,FAP,"213169, д. Светиловичи, Белыничский р-н, Могилевская обл.",
1567,Светлоборский ФАП,https://healthcare.by/instinfo.php?orgnum=15147,Светлый Бор,ФАП,FAP,"д. Светлый Бор, Пуховичский р-н, Минская обл.",
1568,Светловский ФАП,https://healthcare.by/instinfo.php?orgnum=17720,Светлый,ФАП,FAP,"ул. Школьная, 14, 225352, пос. Светлый, Барановичский р-н, Брестская обл.",
1569,Светочский ФАП,https://healthcare.by/instinfo.php?orgnum=17198,Светоч,ФАП,FAP,"ул. Совхозная, 1а, 225210, д. Светоч, Березовский р-н, Брестская обл.",
1570,Свечанский ФАП,https://healthcare.by/instinfo.php?orgnum=11671,Свеча,ФАП,FAP,"ул. Школьная, 2/3, д. Свеча, Бешенковичский р-н, Витебская обл.",
1571,Свиранский ФАП,https://healthcare.by/instinfo.php?orgnum=17678,Свираны,ФАП,FAP,"дом 53, 225332, д. Свираны, Барановичский р-н, Брестская обл.",
1572,Свиранский ФАП,https://healthcare.by/instinfo.php?orgnum=15372,Свираны,ФАП,FAP,"211875, д. Свираны, Поставский р-н, Витебская обл.",
1573,Свиридовичский ФАП,https://healthcare.by/instinfo.php?orgnum=16112,Свиридовичи,ФАП,FAP,"ул. Солнечная, 5, 247502, д. Свиридовичи, Речицкий р-н, Гомельская обл.",
1574,Свислочский ФАП,https://healthcare.by/instinfo.php?orgnum=16511,Свислочь,ФАП,FAP,"ул. Клименко, 1, 213714, п. Свислочь, Осиповичский р-н, Могилевская обл.",
1575,Свислочский ФАП,https://healthcare.by/instinfo.php?orgnum=29341,Свислочь,ФАП,FAP,"231704, ул. Парковая, д. Свислочь, Гродненский р-н, Гродненская обл.",
1576,Свиталовский ФАП,https://healthcare.by/instinfo.php?orgnum=16860,Свиталовка 2-я,ФАП,FAP,"223400, д. Свиталовка 2-я, Узденский р-н, Минская обл.",
1577,Своятичский ФАП,https://healthcare.by/instinfo.php?orgnum=18079,Своятичи,ФАП,FAP,"ул. Орловского, 60, 225375, д. Своятичи, Ляховичский р-н, Брестская обл.",
1578,Святицкий ФАП,https://healthcare.by/instinfo.php?orgnum=18090,Святица,ФАП,FAP,"ул. Мирная, 4, 225386, д. Святица, Ляховичский р-н, Брестская обл.",
1579,Севковский ФАП,https://healthcare.by/instinfo.php?orgnum=15974,Севки,ФАП,FAP,"247119, ул. Садовая, 1, д. Севки, Лоевский р-н, Гомельская обл.",
1580,Седичский ФАП,https://healthcare.by/instinfo.php?orgnum=15989,Седич,ФАП,FAP,"213321, д. Седич, Быховский р-н, Могилевская обл.",
1581,Секеричский ФАП,https://healthcare.by/instinfo.php?orgnum=16075,Секеричи,ФАП,FAP,"ул. Школьная, 124, 247921, д. Секеричи, Петриковский р-н, Гомельская обл.",
1582,Секеричский ФАП,https://healthcare.by/instinfo.php?orgnum=14948,Секеричи,ФАП,FAP,"ул. Клецкая, 8, 222636, д. Секеричи, Клецкий р-н, Минская обл.",
1583,Селевский ФАП,https://healthcare.by/instinfo.php?orgnum=15178,Селевцы,ФАП,FAP,"ул. Центральная, 1-1, 222337, д. Селевцы, Молодеченский р-н, Минская обл.",
1584,Селецкий ФАП,https://healthcare.by/instinfo.php?orgnum=16488,Селец,ФАП,FAP,"213475, д. Селец, Мстиславский р-н, Могилевская обл.",
1585,Селецкий ФАП,https://healthcare.by/instinfo.php?orgnum=16458,Селец,ФАП,FAP,"213134, д. Селец, Могилевский р-н, Могилевская обл.",
1586,Селецкий ФАП,https://healthcare.by/instinfo.php?orgnum=17847,Селец,ФАП,FAP,"д. Селец, Ивацевичский р-н, Брестская обл.",
1587,Селецкий ФАП,https://healthcare.by/instinfo.php?orgnum=15151,Селецк,ФАП,FAP,"д. Селецк, Пуховичский р-н, Минская обл.",
1588,Селибский ФАП,https://healthcare.by/instinfo.php?orgnum=15551,Селиба,ФАП,FAP,"ул. Юбилейная, 2, 223328, д. Селиба, Березинский р-н, Минская обл.",
1589,Селищанский ФАП,https://healthcare.by/instinfo.php?orgnum=17270,Селище,ФАП,FAP,"ул. Интернациональная, 2, аг. Селище, Вилейский р-н, Минская обл.",
1590,Селищенский ФАП,https://healthcare.by/instinfo.php?orgnum=15470,Селище,ФАП,FAP,"Селищанский с/с, ул. Молодежная, 43, 211488, д. Селище, Ушачский р-н, Витебская обл.",
1591,Селютичский ФАП,https://healthcare.by/instinfo.php?orgnum=19245,Селютичи,ФАП,FAP,"ул. Школьная, 23, 247948, д. Селютичи, Петриковский р-н, Гомельская обл.",
1592,Селявичский ФАП,https://healthcare.by/instinfo.php?orgnum=17061,Селявичи,ФАП,FAP,"231806, д. Селявичи, Слонимский р-н, Гродненская обл.",
1593,Селявщинский ФАП,https://healthcare.by/instinfo.php?orgnum=15413,Селявщина,ФАП,FAP,"ул. Центральная, 15, 211461, д. Селявщина, Россонский р-н, Витебская обл.",
1594,Семеновичский ФАП,https://healthcare.by/instinfo.php?orgnum=16861,Семеновичи,ФАП,FAP,"ул. Школьная, 25, 223411, аг. Семеновичи, Узденский р-н, Минская обл.",
1595,Семенчанский ФАП,https://healthcare.by/instinfo.php?orgnum=15781,Селенча,ФАП,FAP,"ул. комсомольская, 50, 247969, д. Селенча, Житковичский р-н, Гомельская обл.",
1596,Семеньковичский ФАП,https://healthcare.by/instinfo.php?orgnum=16896,Семеньковичи,ФАП,FAP,"д. Семеньковичи, Борисовский р-н, Минская обл.",
1597,Семерникский ФАП,https://healthcare.by/instinfo.php?orgnum=17001,Семерники,ФАП,FAP,"ул. Юбилейная, 2, 231126, д. Семерники, Ошмянский р-н, Гродненская обл.",
1598,Семигостичский ФАП,https://healthcare.by/instinfo.php?orgnum=17307,Семигостичи,ФАП,FAP,"ул. Новая, 7, д. Семигостичи, Столинский р-н, Брестская обл.",
1599,Семиховичский ФАП,https://healthcare.by/instinfo.php?orgnum=17492,Семиховичи,ФАП,FAP,"ул. Центральная, 2, 225747, д. Семиховичи, Пинский р-н, Брестская обл.",
1600,Семковский ФАП,https://healthcare.by/instinfo.php?orgnum=16919,Семково,ФАП,FAP,"223139, д. Семково, Логойский р-н, Минская обл.",
1601,Семукачская амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=24365,Семукачи,Амбулатория,Outpatient Clinic,"213153, д. Семукачи, Могилевский р-н, Могилевская обл.",
1602,Сеньковский ФАП,https://healthcare.by/instinfo.php?orgnum=15168,Сеньково,ФАП,FAP,"211451, д. Сеньково, Верхнедвинский р-н, Витебская обл.",
1603,Сергеевичский ФАП,https://healthcare.by/instinfo.php?orgnum=15390,Сергеевичи,ФАП,FAP,"211875, д. Сергеевичи, Поставский р-н, Витебская обл.",
1604,Сергеевичский ФАП,https://healthcare.by/instinfo.php?orgnum=15150,Сереевичи,ФАП,FAP,"д. Сереевичи, Пуховичский р-н, Минская обл.",
1605,Серебрянский ФАП,https://healthcare.by/instinfo.php?orgnum=16159,Серебрянка,ФАП,FAP,"247271, д. Серебрянка, Рогачевский р-н, Гомельская обл.",
1606,Серяжский ФАП,https://healthcare.by/instinfo.php?orgnum=17181,Серяги,ФАП,FAP,"ул. Полевая, 16, д. Серяги, Слуцкий р-н, Минская обл.",
1607,Сивицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17213,Сивица,ФАП,FAP,"222347 д. Сивица, Воложинский р-н, Минская обл.",
1608,Сигневичская амбулатория,https://healthcare.by/instinfo.php?orgnum=17166,Осовцы,Амбулатория,Outpatient Clinic,"д. Моревиль, Березовский р-н, Брестская обл.",
1609,Сидоровичский ФАП,https://healthcare.by/instinfo.php?orgnum=28138,Вознесенский,ФАП,FAP,"ул. Молодежная, 34, 247168, д. Сидоровичи, Чечерский р-н, Гомельская обл.",
1610,Сидоровичский ФАП,https://healthcare.by/instinfo.php?orgnum=16448,Сидоровичи,ФАП,FAP,"ул. Центральная, 81, 213119, д. Сидоровичи, Могилевский р-н, Могилевская обл.",
1611,Син-Польский ФАП,https://healthcare.by/instinfo.php?orgnum=15953,Синицкое Поле,ФАП,FAP,"247863, д. Синицкое Поле, Лельчицкий р-н, Гомельская обл.",
1612,Синеговский ФАП,https://healthcare.by/instinfo.php?orgnum=17026,Синегово,ФАП,FAP,"222918, ул. Петрушени, 4а, аг. Синегово, Стародорожский р-н, Минская обл.",
1613,Синегорский ФАП,https://healthcare.by/instinfo.php?orgnum=15430,Синегорское,ФАП,FAP,"д. Синегорское, Сенненский р-н, Витебская обл.",
1614,Синицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15141,Синицы,ФАП,FAP,"Соржицкий с/с, ул. Центральная, 29А, д. Синицы, Бешенковичский р-н, Витебская обл.",
1615,Сипищевский ФАП,https://healthcare.by/instinfo.php?orgnum=18368,Сипищево,ФАП,FAP,"ул. Сипищевская, 10, 211054, д. Сипищево, Дубровенский р-н, Витебская обл.",
1616,Сиродский ФАП,https://healthcare.by/instinfo.php?orgnum=21286,Сирод,ФАП,FAP,"ул. Мира, 1, 247727, д. Сирод, Калинковичский р-н, Гомельская обл.",
1617,Сиротинский ФАП,https://healthcare.by/instinfo.php?orgnum=17715,Сиротино,ФАП,FAP,"ул. Герасименко, 4, 211271, д. Сиротино, Шумилинский р-н, Витебская обл.",
1618,Ситицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17308,Ситицк,ФАП,FAP,"ул. Пионерская, 6, 225536, д. Ситицк, Столинский р-н, Брестская обл.",
1619,Ситницкий ФАП,https://healthcare.by/instinfo.php?orgnum=18120,Ситница,ФАП,FAP,"ул. Пролетарская, 47, 225685, д. Ситница, Лунинецкий р-н, Брестская обл.",
1620,Ситцевскай ФАП,https://healthcare.by/instinfo.php?orgnum=22512,Ситце,ФАП,FAP,"ул. Мечислава Богаткевича, 1, 211710, д. Парафьяново, Докшицкий р-н, Витебская обл.",
1621,Ситьковский ФАП,https://healthcare.by/instinfo.php?orgnum=17643,Ситьково,ФАП,FAP,"211952, д. Ситьково, Миорский р-н, Витебская обл.",
1622,Скабинский ФАП,https://healthcare.by/instinfo.php?orgnum=15558,Скабин,ФАП,FAP,"д. Скабин, Копыльский р-н, Минская обл.",
1623,Скепнянский ФАП,https://healthcare.by/instinfo.php?orgnum=15818,Скепня,ФАП,FAP,"ул. Пушкина, 27а, 247241, д. Скепня, Жлобинский р-н, Гомельская обл.",
1624,Скирмонтовский ФАП,https://healthcare.by/instinfo.php?orgnum=17289,Скирмонтово,ФАП,FAP,"д. Скирмунтово, Дзержинский р-н, Минская обл.",
1625,Сковшинский ФАП,https://healthcare.by/instinfo.php?orgnum=17352,Сковшин,ФАП,FAP,"ул. Краснознаменная, 30, 223738, д. Сковшин, Солигорский р-н, Минская обл.",
1626,Скоричский ФАП,https://healthcare.by/instinfo.php?orgnum=16766,Скоричи,ФАП,FAP,"д. Скоричи, Кореличский р-н, Гродненская обл.",
1627,"Скорцевский ФАП, ФАП",https://healthcare.by/instinfo.php?orgnum=28877,Скорцы,ФАП,FAP,"225145, д. Скорцы, 26 «Б», Пружанский р-н, Брестская обл.",
1628,Скриплицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17009,Скриплица,ФАП,FAP,"ул. Новоселов, 14а, д. Скриплица, Кировский р-н, Могилевская обл.",
1629,Слабодо-Кучинский ФАП,https://healthcare.by/instinfo.php?orgnum=15565,Слобода Кучинка,ФАП,FAP,"д. Слобода Кучинка, Копыльский р-н, Минская обл.",
1630,Слабожанский ФАП,https://healthcare.by/instinfo.php?orgnum=16241,Слобожанка,ФАП,FAP,"247612, д. Слабожанка, Хойникский р-н, Гомельская обл.",
1631,Славенский ФАП,https://healthcare.by/instinfo.php?orgnum=15454,Славени,ФАП,FAP,"д. Славени, Толочинский р-н, Витебская обл.",
1632,Славковский ФАП,https://healthcare.by/instinfo.php?orgnum=14930,Славково,ФАП,FAP,"д. Славково, Несвижский р-н, Минская обл.",
1633,Сластеновский ФАП,https://healthcare.by/instinfo.php?orgnum=16704,Сластены,ФАП,FAP,"Школьная, 4, 213216, д. Сластены, Чаусский р-н, Могилевская обл.",
1634,Следюковский ФАП,https://healthcare.by/instinfo.php?orgnum=15963,Следюки,ФАП,FAP,"213331, д. Следюки, Быховский р-н, Могилевская обл.",
1635,Слижевский ФАП,https://healthcare.by/instinfo.php?orgnum=16812,Окуневка,ФАП,FAP,"ул. Парковая, 26, 213014, д. Окуневка, Шкловский р-н, Могилевская обл.",
1636,Слободковский ФАП,https://healthcare.by/instinfo.php?orgnum=16967,Слободка,ФАП,FAP,"д. Слободка, Столбцовский р-н, Минская обл.",
1637,Слободский ФАП,https://healthcare.by/instinfo.php?orgnum=17866,Слободка,ФАП,FAP,"ул. Нижняя, 3, 213010, д. Слободка, Шкловский р-н, Могилевская обл.",
1638,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=16862,Слобода,ФАП,FAP,"ул. Центральная, 6, 223410, д. Слобода, Узденский р-н, Минская обл.",
1639,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=17702,Слобода,ФАП,FAP,"Сорочинский с/с, ул. Новоселье, 19, 211495, д. Слобода, Ушачский р-н, Витебская обл.",
1640,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=15350,Слобода,ФАП,FAP,"ул. Центральная, 17, д. Слобода, Крупский р-н, Минская обл.",
1641,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=19246,Слобода,ФАП,FAP,"ул. Молодежная, 16а, 247936, д. Слобода, Петриковский р-н, Гомельская обл.",
1642,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=15091,Слобода,ФАП,FAP,"ул. Школьная, 2, 211328, д. Слобода, Витебский р-н, Витебская обл.",http://vgcp.by
1643,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=16964,Слобода,ФАП,FAP,"ул. Столбцовская, 25а, 222670, аг. Слобода, Столбцовский р-н, Минская обл.",
1644,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=15270,Слобода,ФАП,FAP,"211985, д. Слобода, Миорский р-н, Витебская обл.",
1645,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=15391,Слобода,ФАП,FAP,"ул. Дорожная, 44, 222225, д. Слобода, Смолевичский р-н, Минская обл.",
1646,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=15955,Слобода,ФАП,FAP,"ул. Новая, 26, 247854, д. Слобода, Лельчицкий р-н, Гомельская обл.",
1647,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=17714,Слобода,ФАП,FAP,"ул. Первомайская, 7а, 211270, д. Слобода, Шумилинский р-н, Витебская обл.",
1648,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=30087,Слободка,ФАП,FAP,"ул. Нижняя д.3 , 213010, д. Слободка, Шкловский р-н, Могилевская обл.",
1649,Слободской ФАП,https://healthcare.by/instinfo.php?orgnum=16875,Слободка,ФАП,FAP,"ул. Школьная, 11, д. Слободка, Борисовский р-н, Минская обл.",
1650,Слобудской ФАП,https://healthcare.by/instinfo.php?orgnum=17367,Слобудка,ФАП,FAP,"225141, д. Слобудка, 8 Пружанский р-н, Брестская обл.",
1651,Слонимцовский ФАП,https://healthcare.by/instinfo.php?orgnum=17365,Слонимцы,ФАП,FAP,"пер. Центральный, д. 4, 225131, д. Слонимцы, Пружанский р-н, Брестская обл.",
1652,Смагоринский ФАП,https://healthcare.by/instinfo.php?orgnum=16120,Смагорин,ФАП,FAP,"ул. Трудовая, 4, 247508, д. Смагорин, Речицкий р-н, Гомельская обл.",
1653,Сметаничский ФАП,https://healthcare.by/instinfo.php?orgnum=16039,Сметаничи,ФАП,FAP,"ул. Коммунистическая, 39Б, 247930, д. Сметаничи, Петриковский р-н, Гомельская обл.",
1654,Смильгинский ФАП,https://healthcare.by/instinfo.php?orgnum=16585,Смильгини,ФАП,FAP,"231392, д. Смильгини, Вороновский р-н, Гродненская обл.",
1655,Смоличский ФАП,https://healthcare.by/instinfo.php?orgnum=15572,Смоличи,ФАП,FAP,"д. Смоличи, Копыльский р-н, Минская обл.",
1656,Смольговский ФАП,https://healthcare.by/instinfo.php?orgnum=15385,Смольгово,ФАП,FAP,"ул. Садовая, 22, 223839, д. Смольгово, Любанский р-н, Минская обл.",
1657,Смольковский ФАП,https://healthcare.by/instinfo.php?orgnum=16359,Смольки,ФАП,FAP,"ул. Молодежная, 76, 213691, д. Смольки, Костюковичский р-н, Могилевская обл.",
1658,Смолянский ФАП,https://healthcare.by/instinfo.php?orgnum=21993,Смоляны,ФАП,FAP,"ул. Новая, 14, 225143, д. Смоляны, Пружанский р-н, Брестская обл.",
1659,Смычковский ФАП,https://healthcare.by/instinfo.php?orgnum=15677,Смычок,ФАП,FAP,"247396, д. Смычок, Буда-Кошелевский р-н, Гомельская обл.",
1660,Снеженский ФАП,https://healthcare.by/instinfo.php?orgnum=16612,Снежное,ФАП,FAP,"231955, д. Снежное, Гродненская обл.",
1661,Снядинский ФАП,https://healthcare.by/instinfo.php?orgnum=16073,Снядин,ФАП,FAP,"ул. Набережная, 25, 247945, д. Снядин, Петриковский р-н, Гомельская обл.",
1662,Соболевский ФАП,https://healthcare.by/instinfo.php?orgnum=22901,Соболи,ФАП,FAP,"213570, д. Соболи, Краснопольский р-н, Могилевская обл.",
1663,Соколищенский ФАП,https://healthcare.by/instinfo.php?orgnum=15412,Соколище,ФАП,FAP,"ул. Школьная, 23, 211464, д. Соколище, Россонский р-н, Витебская обл.",
1664,Соколовичский ФАП,https://healthcare.by/instinfo.php?orgnum=15349,Соколовичи,ФАП,FAP,"д. Соколовичи, Крупский р-н, Минская обл.",
1665,Соколовский ФАП,https://healthcare.by/instinfo.php?orgnum=16759,Соколовка,ФАП,FAP,"д. Соколовка, Чериковский р-н, Могилевская обл.",
1666,Сокольникский ФАП,https://healthcare.by/instinfo.php?orgnum=17035,Сокольники,ФАП,FAP,"231980, д. Сокольники, Свислочский р-н, Гродненская обл.",
1667,Сокольнический ФАП,https://healthcare.by/instinfo.php?orgnum=16397,Сокольничи,ФАП,FAP,"ул. Центральная, 20, 213501, д. Сокольничи, Кричевский р-н, Могилевская обл.",
1668,Солонский ФАП,https://healthcare.by/instinfo.php?orgnum=27183,Солон,ФАП,FAP,"222927, ул. Садовая, 25, 222927, аг. Солон, Стародорожский р-н, Минская обл.",
1669,Солонский ФАП,https://healthcare.by/instinfo.php?orgnum=15820,Солоная,ФАП,FAP,"ул. Новая, 61, 247220, д. Солоное, Жлобинский р-н, Гомельская обл.",
1670,Солтановский ФАП,https://healthcare.by/instinfo.php?orgnum=16113,Солтаново,ФАП,FAP,"ул. Садовая, 16, 247530, д. Солтаново, Речицкий р-н, Гомельская обл.",
1671,Солтановщинский ФАП,https://healthcare.by/instinfo.php?orgnum=14932,Солтановщина,ФАП,FAP,"д. Солтановщина, Несвижский р-н, Минская обл.",
1672,Соминский ФАП,https://healthcare.by/instinfo.php?orgnum=17885,Сомино,ФАП,FAP,"д. Сомино, Ивацевичский р-н, Брестская обл.",
1673,Соничский ФАП,https://healthcare.by/instinfo.php?orgnum=16513,Соничи,ФАП,FAP,"231734, д. Соничи, Гродненский р-н, Гродненская обл.",
1674,Сороговский ФАП,https://healthcare.by/instinfo.php?orgnum=17179,Сороги,ФАП,FAP,"ул. Советская, 36, д. Сороги, Слуцкий р-н, Минская обл.",
1675,Сорочинский ФАП,https://healthcare.by/instinfo.php?orgnum=15471,Сорочино,ФАП,FAP,"ул. Витебская, 16, 211491, д. Сорочино, Ушачский р-н, Витебская обл.",
1676,Сосновоборский ФАП,https://healthcare.by/instinfo.php?orgnum=15179,Сосновый бор,ФАП,FAP,"ул. Мира, 4, 222330, д. Сосновый бор, Молодеченский р-н, Минская обл.",
1677,Сосновский ФАП,https://healthcare.by/instinfo.php?orgnum=17680,Сосновая,ФАП,FAP,"225332, д. Сосновая, Барановичский р-н, Брестская обл.",
