,facility_title,link,settlement,facility_type,facility_type_eng,address,website,latitude,longitude
2721,Беличская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=11514,Беличи,Амбулатория,Outpatient Clinic,"ул. Центральная, 73а, 223614, д. Беличи, Слуцкий р-н, Минская обл.",,52.9452994,27.4439922
2722,Белоозерская городская больница,https://healthcare.by/instinfo.php?orgnum=18355,Белоозерск,Больница,Hospital,"ул. Строителей, 17, 225215, г. Белоозерск, Березовский р-н, Брестская обл.",,52.4659929,25.1761254
2723,Белыничская ЦРБ,https://healthcare.by/instinfo.php?orgnum=6975,Белыничи,Больница,Hospital,"ул. Оборонная, 1, 213051, г. Белыничи, Могилевская обл.",http://clinic-belynichi.by,53.99961889999999,29.7120579
2724,Бережновская больница сестринского ухода с амбулаторией общей практики,https://healthcare.by/instinfo.php?orgnum=23432,Бережное,Больница,Hospital,"ул. Ленина, 34а, 225532, д. Бережное, Столинский р-н, Брестская обл.",,51.9703082,27.0593859
2725,Березинская больница сестринского ухода с врачебной амбулаторией,https://healthcare.by/instinfo.php?orgnum=4042,Березино,Больница,Hospital,"ул. Заречная, 29, 211732, д. Березино, Докшицкий р-н, Витебская обл.",,54.9059768,28.1902536
2726,Березинская участковая больница,https://healthcare.by/instinfo.php?orgnum=6430,Березинское,Больница,Hospital,"222313, ул. Октябрьская, 21, а.г. Березинское, Молодеченский р-н, Минская обл.",,53.8337495,28.9929962
2727,Березинская ЦРБ,https://healthcare.by/instinfo.php?orgnum=6107,Березино,Больница,Hospital,"ул. М. Романович, 6, 223311, г. Березино, Минская обл.",http://berezinocrb.by,53.8241289,28.98868199999999
2728,Березковская больница сестринского учета с врачебной амбулаторией,https://healthcare.by/instinfo.php?orgnum=4043,Березки,Больница,Hospital,"ул. Центральная, 1, 211738, д. Березки, Докшицкий р-н, Витебская обл.",,54.7004958,27.8136472
2729,Березовская городская больница,https://healthcare.by/instinfo.php?orgnum=5772,Березовка,Больница,Hospital,"ул. Школьная, 36, 231306, г. Березовка, Лидский р-н, Гродненская обл.",,53.725936,25.513439
2730,Березовская ЦРБ им. Э.Э.Вержбицкого,https://healthcare.by/instinfo.php?orgnum=18304,Береза,Больница,Hospital,"ул. Ленина, 1, 225209, г. Береза, Брестская обл.",http://crbbrz.by,52.5378544,24.9972318
2731,Берестовицкая ЦРБ,https://healthcare.by/instinfo.php?orgnum=5617,Большая Берестовица,Больница,Hospital,"ул. Ленина, 10, 231778, г.п. Большая Берестовица, Гродненская обл.",http://bercrb.by,53.1964406,24.017647
2732,Бешенковичская ЦРБ,https://healthcare.by/instinfo.php?orgnum=3945,Бешенковичи,Больница,Hospital,"Витебское шоссе, 36, 211361, г.п. Бешенковичи, Витебская обл.",http://beshenkovichicrb.by,55.0470251,29.47657929999999
2733,Бигосовская участковая больница,https://healthcare.by/instinfo.php?orgnum=3997,Бигосово,Больница,Hospital,"211640, ул. Молодежная, 17, д. Бигосово, Верхнедвинский р-н, Витебская обл.",,55.916407,27.7503527
2734,Бобовнянская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=20531,Бобовня,Больница,Hospital,"д. Бобовня, Копыльский р-н, Минская обл.",,53.2607392,26.9541738
2735,Бобриковская участковая больница,https://healthcare.by/instinfo.php?orgnum=26822,Бобрик,Больница,Hospital,"ул. Чапаева, 29, д. Бобрик, Пинский р-н, Брестская обл.",,52.1201024,26.0795134
2736,Бобровичская участковая больница,https://healthcare.by/instinfo.php?orgnum=15895,Бобровичи,Больница,Hospital,"ул. Лесная, 100, 247703, н.п. Бобровичи, Калинковичский р-н, Гомельская обл.",,52.124005,29.35009609999999
2737,Бобруйская городская больница скорой медицинской помощи им. В.О. Морзона,https://healthcare.by/instinfo.php?orgnum=7006,Бобруйск,Больница,Hospital,"ул. Пролетарская, 50, 213815, г. Бобруйск, Могилевская обл.",http://bgbsmp.by,53.1445979,29.2158424
2738,Бобруйская городская детская больница,https://healthcare.by/instinfo.php?orgnum=7128,Бобруйск,Больница,Hospital,"ул. 50 лет Октября, 15, 213819, г. Бобруйск, Могилевская обл.",http://bgdb.by,53.1400084,29.1982482
2739,Бобруйская городская поликлиника № 2,https://healthcare.by/instinfo.php?orgnum=7142,Бобруйск,Поликлиника,Polyclinic,"ул. Комсомольская, 29, 213826, г. Бобруйск, Могилевская обл.",http://www.bobcrp.by,53.1349605,29.2284319
2740,Бобруйская центральная больница,https://healthcare.by/instinfo.php?orgnum=6991,Бобруйск,Больница,Hospital,"ул. Гагарина, 34, 213810, г. Бобруйск, Могилевская обл.",http://bobrcb.by,53.1728693,29.1812327
2741,"Богушевская амбулатория врача общей практики, амбулатория",https://healthcare.by/instinfo.php?orgnum=4340,Богушевск,Амбулатория,Outpatient Clinic,"ул. Луначарского, 31, 211510, г.п. Богушевск, Сенненский р-н, Витебская обл.",,54.8433102,30.2008768
2742,Болбасовская участковая больница,https://healthcare.by/instinfo.php?orgnum=4243,Болбасово,Больница,Hospital,"пер. Смирнова, 2, 211004, д. Болбасово, Оршанский р-н, Витебская обл.",,54.4215392,30.2829821
2743,Больница паллиативного ухода «Хоспис»,https://healthcare.by/instinfo.php?orgnum=25964,Минск,Больница,Hospital,"пр. Партизанский, 73а, 220107, г. Минск",http://mhospice.of.by,53.8786084,27.6226776
2744,Больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=22758,Зеленый Бор,Больница,Hospital,"ул. Куприянова, 14, 222160, г. Жодино, Минская обл.",,54.0984108,28.361846
2745,Больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=13594,Кричев,Больница,Hospital,"ул. Ленинская, 70, 213500, г. Кричев, Могилевская обл.",,53.69014170000001,31.7083701
2746,Больница сестринского ухода г. Новополоцка,https://healthcare.by/instinfo.php?orgnum=13650,Новополоцк,Больница,Hospital,"Молодежная, 1в, 211440, г. Новополоцк, Витебская обл.",,55.5358885,28.6503708
2747,Больница скорой медицинской помощи г. Гродно,https://healthcare.by/instinfo.php?orgnum=5540,Гродно,Больница,Hospital,"ул. Советских Пограничников, 115, 230027, г. Гродно",http://bsmpgrodno.by,53.6738761,23.7968327
2748,Борисовская больница № 2,https://healthcare.by/instinfo.php?orgnum=26768,Борисов,Больница,Hospital,"ул. Лопатина, 170, 222514, г. Борисов, Минская обл.",http://https//borisov-crb.by/,54.2243254,28.5119119
2749,Борисовская инфекционная больница,https://healthcare.by/instinfo.php?orgnum=6130,Борисов,Больница,Hospital,"ул. Лопатина, 172, 222120, г. Борисов, Минская обл.",,53.9593587,27.6754564
2750,Борисовская ЦРБ,https://healthcare.by/instinfo.php?orgnum=6119,Борисов,Больница,Hospital,"ул. 1812 года, 9, 222512, г. Борисов, Минская обл.",http://borisov-crb.by,54.2327628,28.4932642
2751,Борковичская участковая больница,https://healthcare.by/instinfo.php?orgnum=3998,Борковичи,Больница,Hospital,"ул. Железнодорожная, 34, 211600, д. Борковичи, Верхнедвинский р-н, Витебская обл.",,55.0692108,27.681071
2752,Бочейковская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=26889,Бочейково,Больница,Hospital,"ул. Заречная, 32Б, д. Бочейково, Бешенковичский р-н, Витебская обл.",,55.0198394,29.1543245
2753,Брагинская ЦРБ,https://healthcare.by/instinfo.php?orgnum=18431,Брагин,Больница,Hospital,"ул. Крылова, 7, 247632, г. Брагин, Гомельская обл.",http://bragincrb.by,51.7794009,30.267361
2754,Браславская ЦРБ,https://healthcare.by/instinfo.php?orgnum=3963,Браслав,Больница,Hospital,"ул. Советская, 138, 211969, г. Браслав, Витебская обл.",http://braslcrb.by,55.6387029,27.032626
2755,Брестская городская больница № 1,https://healthcare.by/instinfo.php?orgnum=465,Брест,Больница,Hospital,"ул. Кижеватова, 76, 224024, г. Брест",http://bgb1brest.by,52.10656969999999,23.6908092
2756,Брестская городская больница № 2,https://healthcare.by/instinfo.php?orgnum=18383,Брест,Больница,Hospital,"ул. Школьная, 8, 224014, г. Брест",http://bgb2-brest.by,52.10363049999999,23.644125
2757,Брестская городская больница скорой медицинской помощи,https://healthcare.by/instinfo.php?orgnum=2949,Брест,Больница,Hospital,"ул. Ленина, 15, 224005, г. Брест",http://brest-bsmp.by,52.0923136,23.6853614
2758,Брестская детская областная больница,https://healthcare.by/instinfo.php?orgnum=2848,Брест,Больница,Hospital,"ул. Халтурина, 12, 224013, г. Брест",http://bdob.by,52.09104130000001,23.7060725
2759,Брестская областная клиническая больница,https://healthcare.by/instinfo.php?orgnum=2811,Брест,Больница,Hospital,"ул. Медицинская, 7, 224027, г. Брест",http://bokb.by,52.1064252,23.8158473
2760,Брестская областная психиатрическая больница «Mогилевцы»,https://healthcare.by/instinfo.php?orgnum=3578,Могилевцы,Больница,Hospital,"225157, д. Могилевцы, Пружанский р-н, Брестская обл.",http://bopc.by,52.8730364,24.6749082
2761,Брестская областная психиатрическая больница «Городище»,https://healthcare.by/instinfo.php?orgnum=3530,Городище,Больница,Hospital,"ул. Леоненко, 1, 225731, п. Городище, Пинский р-н, Брестская обл.",http://gorodische-hospital.by,52.1757639,26.2626804
2762,Брестская областная психиатрическая больница «Кривошин»,https://healthcare.by/instinfo.php?orgnum=3394,Кривошин,Больница,Hospital,"ул. Советская, 43а, 225388, д. Кривошин, Ляховичский р-н, Брестская обл.",http://brest-region.gov.by/ru/krivoshin-ru,53.036055,26.2607467
2763,Брестская центральная городская больница,https://healthcare.by/instinfo.php?orgnum=14387,Брест,Больница,Hospital,"ул. Лактионова, 11, 224007, г. Брест",http://brestcgb.by,52.0978416,23.7860336
2764,Бродецкая амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=6114,Бродец,Амбулатория,Outpatient Clinic,"ул. Речная, 1, 223327, д. Бродец, Березинский р-н, Минская обл.",,53.9752392,28.8339658
2765,Буда-Кошелевская ЦРБ,https://healthcare.by/instinfo.php?orgnum=18328,Буда-Кошелево,Больница,Hospital,"ул. 50 лет Октября, 29, 247350, г. Буда-Кошелево, Гомельская обл.",http://budacrb.by,52.718459,30.574683
2766,Бывальковская АВОП,https://healthcare.by/instinfo.php?orgnum=12320,Бывальки,Амбулатория,Outpatient Clinic,"ул. Ермакова, 17 «А», 247112, д. Бывальки, Лоевский р-н, Гомельская обл.",,51.8481757,30.6483785
2767,Быстрицкая участковая больница,https://healthcare.by/instinfo.php?orgnum=11404,Быстрица,Больница,Hospital,"ул. Луговая, 16, 223930, д. Быстрица, Копыльский р-н, Минская обл.",http://https//crbkopyl.by/,53.0367087,27.0812658
2768,Бытенская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=11650,Бытень,Амбулатория,Outpatient Clinic,"ул. Чкалова, 4, 225285, д. Бытень, Ивацевичский р-н, Брестская обл.",,52.8779402,25.4965501
2769,Бытенская участковая больница,https://healthcare.by/instinfo.php?orgnum=26817,Бытень,Больница,Hospital,"ул. Чкалова, 4, д. Бытень, Ивацевичский р-н, Брестская обл.",,52.8779402,25.4965501
2770,Быховская ЦРБ,https://healthcare.by/instinfo.php?orgnum=7156,Быхов,Больница,Hospital,"ул. М. Богдановича, 1, 213352, г. Быхов, Могилевская обл.",http://www.bcrb.by/,53.5301971,30.2290434
2771,Ваверская участковая больница,https://healthcare.by/instinfo.php?orgnum=5780,Ваверка,Больница,Hospital,"231324, д. Ваверка, Лидский р-н, Гродненская обл.",,53.8326237,24.9665062
2772,Василевичская городская больница,https://healthcare.by/instinfo.php?orgnum=5206,Василевичи,Больница,Hospital,"ул. Козлова, 15, 247550, г. Василевичи, Речицкий р-н, Гомельская обл.",,52.2499347,29.8237007
2773,Василишковская больница сестринского ухода с амбулаторией врача общей практики,https://healthcare.by/instinfo.php?orgnum=14034,Василишки,Больница,Hospital,"ул. Лидская, 28, 231522, д. Василишки, Щучинский р-н, Гродненская обл.",,53.7844849,24.8518367
2774,Велешковичская сельская участковая больница,https://healthcare.by/instinfo.php?orgnum=4088,Велешковичи,Больница,Hospital,"ул. Набережная, 13А, 211215, д. Велешковичи, Лиозненский р-н, Витебская обл.",,55.1137943,30.6172546
2775,Великодолецкая больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=4365,Великие Дольцы,Больница,Hospital,"ул. Е. Лось, 20А, 211484, д. Великие Дольцы, Ушачский р-н, Витебская обл.",,55.064394,28.4385578
2776,Великоритская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=3417,Великорита,Больница,Hospital,"ул. Ленина, 2, 225912, д. Великорита, Малоритский р-н, Брестская обл.",,51.9408498,24.0479877
2777,Велятичская участковая больница,https://healthcare.by/instinfo.php?orgnum=6174,Велятичи,Больница,Hospital,"ул. Ленинская, 9, 222124, аг. Велятичи, Борисовский р-н, Минская обл.",,54.1646235,28.9040673
2778,Верхнедвинская ЦРБ,https://healthcare.by/instinfo.php?orgnum=3984,Янино,Больница,Hospital,"ул. Партизанская, 9, 211622, д. Янино, Верхнедвинский р-н, Витебская обл.",http://vdvinskmed.by,55.8014294,27.9489168
2779,Ветковская центральная районная больница,https://healthcare.by/instinfo.php?orgnum=18231,Ветка,Больница,Hospital,"ул. Батракова, 36, 247131, г. Ветка, Ветковский район, Гомельская обл.",http://vetka-crb.by,52.5662439,31.1769803
2780,Ветринская участковая больница,https://healthcare.by/instinfo.php?orgnum=4295,Ветрино,Больница,Hospital,"ул. Озерная, 3а, 211434, г.п. Ветрино, Полоцкий р-н, Витебская обл.",http://polmed.by/ru/podrazdeleniya/vetrinskaya-uchastkovaya-bolnitsa,55.4094848,28.4723108
2781,Вилейская ЦРБ,https://healthcare.by/instinfo.php?orgnum=6189,Вилейка,Больница,Hospital,"ул. Маркова, 27, 222410, г. Вилейка, Минская обл.",http://vilcrb.by,54.4843055,26.9084868
2782,Витебская городская клиническая больница скорой медицинской помощи,https://healthcare.by/instinfo.php?orgnum=3799,Витебск,Больница,Hospital,"пр-т Фрунзе, 71, 210009, г. Витебск",http://vgkbsmp.by,55.19347759999999,30.2421116
2783,Витебская городская центральная клиническая больница,https://healthcare.by/instinfo.php?orgnum=3902,Витебск,Больница,Hospital,"ул. М. Горького, 90а, 210002, г. Витебск",http://vgckb.by,55.17167509999999,30.1429599
2784,Витебская областная клиническая больница,https://healthcare.by/instinfo.php?orgnum=3612,Витебск,Больница,Hospital,"ул. Воинов-интернационалистов, 37, 210037, г. Витебск",http://vokb.by,55.1588845,30.2240811
2785,Витебская областная клиническая инфекционная больница,https://healthcare.by/instinfo.php?orgnum=3817,Витебск,Больница,Hospital,"пр. Фрунзе, 73, 210009, г. Витебск",http://vokibvitebsk.by,55.1948613,30.2466027
2786,Вишневецкая амбулатория,https://healthcare.by/instinfo.php?orgnum=11456,Вишневец,Амбулатория,Outpatient Clinic,"ул. Школьная, 5, 222696, аг. Вишневец, Столбцовский р-н, Минская обл.",,53.501968,26.740712
2787,Волковысская ЦРБ,https://healthcare.by/instinfo.php?orgnum=5631,Волковыск,Больница,Hospital,"ул. Боричевского 1а, 231900, г. Волковыск, Гродненская обл.",http://volrb.by,53.1625275,24.434326
2788,Волколатская больница сестринского ухода с врачебной амбулаторией,https://healthcare.by/instinfo.php?orgnum=4044,Волколата,Больница,Hospital,"ул. Садовая, 5, 211713, д. Волколата, Докшицкий р-н, Витебская обл.",,54.9273625,27.368021
2789,Волмянская участковая больница,https://healthcare.by/instinfo.php?orgnum=8890,Волма,Больница,Hospital,"пер. Первомайский, 1, д. Волма, Дзержинский р-н, Минская обл.",,54.0975202,28.3616862
2790,Воложинская ЦРБ,https://healthcare.by/instinfo.php?orgnum=6218,Воложин,Больница,Hospital,"ул. М. Горького, 13, 222340, г. Воложин, Минская обл.",http://volozhincrb.by,54.0892699,26.5135214
2791,Волповская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=26830,Волпа,Больница,Hospital,"ул. Мира, 56, 231908, д. Волпа, Волковысский р-н, Гродненская обл.",,53.3696509,24.3511534
2792,Волынецкая больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=3999,Волынцы,Больница,Hospital,"ул. Мелиораторов, 11, 211610, д. Волынцы, Верхнедвинский р-н, Витебская обл.",,56.0101673,28.1216144
2793,Вольновская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=12961,Вольно,Больница,Hospital,"ул. Озерная, 14, 225367, д. Вольно, Барановичский р-н, Брестская обл.",,53.2782952,26.0602093
2794,Вороничская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=4298,Вороничи,Больница,Hospital,"211656, д. Вороничи, Полоцкий р-н, Витебская обл.",http://polmed.by/ru/podrazdeleniya/bolnitsy-sestrinskogo-ukhoda/otdeleniya/voronichskaya-bolnitsa-sestrinskogo-ukhoda,55.32870490000001,28.6380183
2795,Вороновская ЦРБ,https://healthcare.by/instinfo.php?orgnum=5649,Вороново,Больница,Hospital,"ул. Советская, 71, 231391, г.п. Вороново, Гродненская обл.",http://vorcrb.by,54.1513889,25.3185343
2796,Воропаевская районная больница,https://healthcare.by/instinfo.php?orgnum=4319,Воропаево,Больница,Hospital,"ул. Ленинская, 90, 211830, г.п. Воропаево, Поставский р-н, Витебская обл.",,55.1401194,27.2072311
2797,Высоковская городская больница,https://healthcare.by/instinfo.php?orgnum=3293,Высокое,Больница,Hospital,"ул. Советская, 80/1, 225080, г. Высокое, Каменецкий р-н, Брестская обл.",,52.3630304,23.393766
2798,Высочанский ФАП,https://healthcare.by/instinfo.php?orgnum=4089,Высочаны,ФАП,FAP,"ул. 227-й Стрелковой Дивизии, 10, 211212, д. Высочаны, Лиозненский р-н, Витебская обл.",,54.987642,30.425768
2799,Ганцевичская участковая больница,https://healthcare.by/instinfo.php?orgnum=6175,Ганцевичи,Больница,Hospital,,,54.4995808,28.148236
2800,Ганцевичская ЦРБ,https://healthcare.by/instinfo.php?orgnum=3189,Ганцевичи,Больница,Hospital,"ул. Матросова, 64, 225432, г. Ганцевичи, Брестская обл.",http://gcrb.by,52.7708773,26.4303369
2801,Глинищанская АВОП,https://healthcare.by/instinfo.php?orgnum=5334,Глинище,Амбулатория,Outpatient Clinic,"ул. Строительная, 1, 247607, д. Глинище, Хойникский р-н, Гомельская обл.",,51.9362353,29.6576518
2802,Глубокская ЦРБ,https://healthcare.by/instinfo.php?orgnum=22237,Глубокое,Больница,Hospital,"ул. Советская, 240-А, 211792, г. Глубокое, Витебская обл.",http://glubmed.by,55.1687237,27.6781109
2803,Глусская ЦРБ им. А.С. Семенова,https://healthcare.by/instinfo.php?orgnum=7180,Глуск,Больница,Hospital,"ул. Семенова, 5а, 213879, г. Глуск, Могилевская обл.",http://www.gluskcrb.by/,52.9055495,28.6749227
2804,Глушанская участковая больница,https://healthcare.by/instinfo.php?orgnum=7143,Глуша,Больница,Hospital,"ул. Октябрьская, 46а, 213844, г.п. Глуша, Бобруйский р-н, Могилевская обл.",,53.13261989999999,29.2206589
2805,Глушковичская УБ,https://healthcare.by/instinfo.php?orgnum=15009,Глушковичи,Больница,Hospital,"ул. Бединой, 38, 247837, д. Глушковичи, Лельчицкий р-н, Гомельская обл.",,51.5653275,27.7795241
2806,Глыбоченская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=4366,Глыбочка,Больница,Hospital,"ул. Центральная, 31В, 211497, д. Глыбочка, Ушачский р-н, Витебская обл.",,55.1860129,29.0410481
2807,Годылевская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=15926,Годылево,Амбулатория,Outpatient Clinic,"213332, д. Годылево, Быховский р-н, Могилевская обл.",,53.6079036,30.3631407
2808,Голдовская участковая больница,https://healthcare.by/instinfo.php?orgnum=5781,Голдово,Больница,Hospital,"231327, д. Голдово, Лидский р-н, Гродненская обл.",,53.6968225,25.1074256
2809,Гольшанская амбулатория,https://healthcare.by/instinfo.php?orgnum=12426,Гольшаны,Амбулатория,Outpatient Clinic,"ул. Замковая, 27А, 231120, д. Гольшаны, Ошмянский р-н, Гродненская обл.",,54.2555409,26.0173603
2810,Гомельская городская клиническая больница № 1,https://healthcare.by/instinfo.php?orgnum=4809,Гомель,Больница,Hospital,"ул. Н. Дворникова, 80, 246004, г. Гомель",http://GGKB1.by,52.4550518,30.979125
2811,Гомельская городская клиническая больница № 2,https://healthcare.by/instinfo.php?orgnum=21952,Гомель,Больница,Hospital,"ул. Медицинская, 7, г. Гомель",,52.3940715,30.9028478
2812,Гомельская городская клиническая больница № 3,https://healthcare.by/instinfo.php?orgnum=4826,Гомель,Больница,Hospital,"ул. Ильича, 286, 246013, г. Гомель",http://ggkb3.by,52.358725,31.0306954
2813,Гомельская городская клиническая больница скорой медицинской помощи,https://healthcare.by/instinfo.php?orgnum=4631,Гомель,Больница,Hospital,"ул. Комиссарова, 13, 246050, г. Гомель",http://www.UGGBSMP.BY,52.4169986,31.012167
2814,Гомельская областная детская клиническая больница,https://healthcare.by/instinfo.php?orgnum=4482,Гомель,Больница,Hospital,"ул. Жарковского, 7, 246050, г. Гомель",http://godkb.by,52.4308244,31.00768189999999
2815,Гомельская областная инфекционная клиническая больница,https://healthcare.by/instinfo.php?orgnum=4643,Гомель,Больница,Hospital,"ул. Федюнинского, 18, 246007, г. Гомель",http://uzgoikb.by,52.4874338,30.9831367
2816,Гомельская областная клиническая больница,https://healthcare.by/instinfo.php?orgnum=4415,Гомель,Больница,Hospital,"ул. Братьев Лизюковых, 5, 246029, г. Гомель",http://gokb.by,52.4025918,30.9539678
2817,Гомельская областная клиническая психиатрическая больница,https://healthcare.by/instinfo.php?orgnum=4512,Гомель,Больница,Hospital,"ул. Добрушская, 1, 246009, г. Гомель",http://gokpb.by,52.40624099999999,31.0477877
2818,Гомельская областная специализированная клиническая больница,https://healthcare.by/instinfo.php?orgnum=4768,Гомель,Больница,Hospital,"ул. Медицинская, 6, 246027, г. Гомель",http://goskb.by,52.39626149999999,30.9025432
2819,Гомельская областная туберкулезная клиническая больница,https://healthcare.by/instinfo.php?orgnum=4461,Гомель,Больница,Hospital,"ул. Добрушская, 5, 246009, г. Гомель",http://www.gotkb.by,52.4047931,31.0520414
2820,Горецкая ЦРБ,https://healthcare.by/instinfo.php?orgnum=7187,Горки,Больница,Hospital,"ул. Кирова, 16, 213410, г. Горки, Могилевская обл.",http://www.gorkicrb.by,54.287488,30.9974799
2821,Городейская городская больница,https://healthcare.by/instinfo.php?orgnum=6466,Городея,Больница,Hospital,"ул. Гагарина, 13, 222610, г.п. Городея, Несвижский р-н, Минская обл.",,53.31408099999999,26.5383245
2822,Городецкая УБ,https://healthcare.by/instinfo.php?orgnum=5250,Городец,Больница,Hospital,"ул. Советская, 51, 247673, д. Городец, Рогачевский р-н, Гомельская обл.",,52.3684628,30.39457659999999
2823,Городецкая участковая больница,https://healthcare.by/instinfo.php?orgnum=10254,Городец,Больница,Hospital,"ул. Советская, 2, 225883, д. Городец, Кобринский р-н, Брестская обл.",,52.202991,24.6679893
2824,Городищенская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=3529,Городище,Амбулатория,Outpatient Clinic,"ул. Вежновца, 2, 225328, г.п. Городище, Барановичский р-н, Брестская обл.",,53.3266945,26.0048158
2825,Городищенская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=13628,Городище,Амбулатория,Outpatient Clinic,"ул. Центральная, 17, 213038, д. Городище, Шкловский р-н, Могилевская обл.",,54.1690368,30.1786622
2826,Городищенская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=24363,Городище,Больница,Hospital,"213153, д. Городище, Могилевский р-н, Могилевская обл.",,53.7350715,29.8029878
2827,Городокская ЦРБ,https://healthcare.by/instinfo.php?orgnum=4021,Городок,Больница,Hospital,"ул. Соболевского, 66, 211573, г. Городок, Витебская обл.",http://gorodokcrb.by,55.448652,29.9698476
2828,Городская больница № 1 им. Семашко,https://healthcare.by/instinfo.php?orgnum=23152,Орша,Больница,Hospital,"ул. Мира, 18, 211030, г. Орша, Витебская обл.",,54.5119011,30.4212076
2829,Городская больница № 2,https://healthcare.by/instinfo.php?orgnum=18239,Пинск,Больница,Hospital,"ул. Советская, 40, 225710, г. Пинск, Брестская обл.",,52.119451,26.1097262
2830,Городская гинекологическая больница,https://healthcare.by/instinfo.php?orgnum=2093,Минск,Больница,Hospital,"ул. Сенницкая, 53, 220007, г. Минск",http://ggb.by,53.8754032,27.5522864
2831,Городская детская инфекционная клиническая больница,https://healthcare.by/instinfo.php?orgnum=2151,Минск,Больница,Hospital,"ул. Якубовского, 53, 220018, г. Минск",http://gdikb.by,53.8925113,27.4557726
2832,Городская клиническая больница № 2 г. Гродно,https://healthcare.by/instinfo.php?orgnum=5609,Гродно,Больница,Hospital,"ул. Гагарина, 5, 230011, г. Гродно",http://gkb2.by,53.6724689,23.8206932
2833,Городская клиническая больница № 3 г. Гродно,https://healthcare.by/instinfo.php?orgnum=21774,Гродно,Больница,Hospital,"б-р Ленинского Комсомола, 59, 230030, г. Гродно",http://Grodno-gkb3.by,53.7001023,23.7906439
2834,Городская клиническая больница № 4 г. Гродно,https://healthcare.by/instinfo.php?orgnum=5560,Гродно,Больница,Hospital,"пр. Я. Купалы, 89, 230026, г. Гродно",http://gkb4.by,53.6525079,23.8535393
2835,Городская клиническая больница скорой медицинской помощи,https://healthcare.by/instinfo.php?orgnum=2056,Минск,Больница,Hospital,"ул. Лейтенанта Кижеватова, 58, 220024, г. Минск",http://bsmp.by,53.85203989999999,27.534988
2836,Городская клиническая инфекционная больница,https://healthcare.by/instinfo.php?orgnum=2154,Минск,Больница,Hospital,"ул. Кропоткина, 76, 220002, г. Минск",http://gkib.by,53.9209511,27.5594581
2837,Городская туберкулезная больница,https://healthcare.by/instinfo.php?orgnum=6242,Волковичи,Больница,Hospital,"д. Волковичи, 222750, Дзержинский р-н, Минская обл.",,53.7448144,27.3223457
2838,Греская участковая больница,https://healthcare.by/instinfo.php?orgnum=6517,Греск,Больница,Hospital,"ул. Советская, 3, 223641, г.п. Греск, Слуцкий р-н, Минская обл.",,53.0356733,27.5668285
2839,Грицевичская участковая больница,https://healthcare.by/instinfo.php?orgnum=6286,Грицевичи,Больница,Hospital,"ул. Школьная, 22-6, 222643, д. Грицевичи, Клецкий р-н, Минская обл.",,52.97923290000001,26.7151214
2840,Гродненская областная детская клиническая больница,https://healthcare.by/instinfo.php?orgnum=5402,Гродно,Больница,Hospital,"ул. Островского, 22, 230005, г. Гродно",http://grodkb.by,53.6907151,23.831402
2841,Гродненская областная инфекционная клиническая больница,https://healthcare.by/instinfo.php?orgnum=5527,Гродно,Больница,Hospital,"б-р Ленинского Комсомола, 57, 230030, г. Гродно",http://goicb.by,53.6972708,23.7898637
2842,Гродненская областная клиническая больница медицинской реабилитации,https://healthcare.by/instinfo.php?orgnum=20651,Гродно,Больница,Hospital,"ул. Комунальная, 2, 230029, г. Гродно",http://gokbmr.by,53.6870916,23.8259918
2843,Гродненская областная психиатрическая больница «Жодишки»,https://healthcare.by/instinfo.php?orgnum=5431,Жодишки,Больница,Hospital,"ул. Первомайская, 12А, 231013, аг. Жодишки, Сморгонский р-н, Гродненская обл.",http://gopbzhodishki.www.by,54.6233089,26.4461475
2844,Давид-Городокская больница,https://healthcare.by/instinfo.php?orgnum=3608,Давид-Городок,Больница,Hospital,"ул. Советская, 40, 225540, г. Давид-Городок, Столинский р-н, Брестская обл.",,52.0542586,27.0484823
2845,Дарагановская участковая больница,https://healthcare.by/instinfo.php?orgnum=13651,Дараганово,Больница,Hospital,"ул. Надречная, 32, 213770, д. Дараганово, Осиповичский р-н, Могилевская обл.",,53.1722443,28.4867051
2846,Дашковская участковая больница,https://healthcare.by/instinfo.php?orgnum=7335,Дашковка,Больница,Hospital,"ул. Больничная, 43/8, 213108, д. Дашковка, Могилевский р-н, Могилевская обл.",,53.7428761,30.2624857
